division,category,Matrisome Class / Protein Family,geneid,FlyBase Link,Gene Name,UniProt ID,UniProt Protein Name,InterPro Domains,Gene Ontology _Cellular component,Gene Ontology_Biological process,Human Orthologs,Other Gene Names,combined_orthology,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036951,FBgn0036951,CG7017,Q9VW93,"CG7017, isoform A (CG7017, isoform B) (RE24410p)",IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],MATN2,Dmel\CG7017 CG7017 Dmel_CG7017,MATN2,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036229,FBgn0036229,CG7248,Q8MRG9;Q9VTR4,CG7248 (FI02047p),IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],MATN2,Dmel\CG7248 CG7248 Dmel_CG7248,MATN2,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036226,FBgn0036226,CG7252,Q9VTR1,CG7252 (LP01340p),IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,BcDNA:LP01340 Dmel\CG7252 CG7252 Dmel_CG7252,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036949,FBgn0036949,CG7290,Q9VW91,"CG7290, isoform A (CG7290, isoform B) (RE65123p)",IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],MATN2,Dmel\CG7290 CG7290 Dmel_CG7290,MATN2,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036948,FBgn0036948,CG7298,Q7Z2C7;Q9VW90,CG7298,IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,anon-EST:ParkEST398 Dmel\CG7298 CG7298 Dmel_CG7298,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0038645,FBgn0038645,CG7714,Q9VE40,CG7714 (RH24988p),IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030]; lateral inhibition [GO:0046331],,CG7714 CG7714 Dmel_CG7714,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0038646,FBgn0038646,CG7715,Q8SYT0;Q9VE39,CG7715 (LP07818p1),IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,CG7715-RA CG7715 Dmel_CG7715,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0034030,FBgn0034030,CG8192,A1ZA23;Q8T0F0,CG8192 (FI18007p1),IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,CG8192-RA CG8192 Dmel_CG8192,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0250907,FBgn0250907,Cht10,M9PGH3;Q9W5U2,Probable chitinase 10 (EC 3.2.1.14) (Probable chitinase 1) (Probable chitinase 3),IPR029070;IPR001223;IPR011583;IPR002557;IPR017853;IPR036508;IPR001579,extracellular region [GO:0005576],chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272],OVGP1,Cht10 Cht1 Cht3 CG18140,OVGP1,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0022700,FBgn0022700,Cht4,O17423;Q9W2M6,Chitinase 4 (EC 3.2.1.14) (RE62779p),IPR001223;IPR029070;IPR011583;IPR002557;IPR017853;IPR036508;IPR001579,cytoplasm [GO:0005737]; extracellular space [GO:0005615],carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032],OVGP1,Cht4 CG3986 Dmel_CG3986,OVGP1,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0035427,FBgn0035427,ckd,Q7KV71;Q8SWZ5,"Cracked, isoform C (Cracked, isoform D) (Cracked, isoform E) (RE24633p)",IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,ckd BcDNA:RH52423 CKD Dmel\CG14959 EP(2)3139 EP(3)0714 EP3139 EP714 CG14959 Dmel_CG14959,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0029167,FBgn0029167,Hml,M9PCE5;Q8MS79;Q9U5D0;Q9VU94,"Hemolectin, isoform B",IPR006207;IPR002919;IPR002172;IPR008979;IPR001846;IPR000421;IPR001007;IPR002557;IPR012111;IPR000742;IPR036508;IPR013032;IPR014853;IPR036084,extracellular region [GO:0005576],chitin metabolic process [GO:0006030]; hemolymph coagulation [GO:0042381]; hemostasis [GO:0007599]; wound healing [GO:0042060],FRAS1; OTOG; SSPO; TECTA; VWCE; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5AC; MUC5B; MUC6,Hml CT21553 d-hml Dmel\CG7002 hml CG7002 Dmel_CG7002,FRAS1; OTOG; SSPO; TECTA; VWCE; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5AC; MUC5B; MUC6,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0260386,FBgn0260386,mtg,A0A0C4DHA4;A0A0C4DHF5;Q0KIA5;Q95U23,"Mind the gap, isoform F",IPR002557;IPR036508,extracellular region [GO:0005576]; extracellular space [GO:0005615]; synaptic cleft [GO:0043083]; terminal bouton [GO:0043195],chitin metabolic process [GO:0006030]; synapse assembly [GO:0007416],,mtg CG7549 Dmel_CG7549,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0027600,FBgn0027600,obst-B,Q9Y156,BcDNA.GH02976 (Obstructor-B),IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,obst-B BcDNA.GH02976 BcDNA:GH02976 BEST:CK00178 CK00178 Dmel\CG4778 CG4778 Dmel_CG4778,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0031737,FBgn0031737,obst-E,Q9VMM6,Protein obstructor-E,IPR002557;IPR036508,proteinaceous extracellular matrix [GO:0005578],chitin metabolic process [GO:0006030],,obst-E CG11142,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036947,FBgn0036947,obst-F,Q9VW89,LP10853p (Obstructor-F),IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,obst-F Dmel\CG7306 CG7306 Dmel_CG7306,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036228,FBgn0036228,obst-G,Q9VTR3,Obstructor-G,IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,obst-G Dmel\CG9781 CG9781 Dmel_CG9781,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0053983,FBgn0053983,obst-H,Q7KUN4,IP16275p (Obstructor-H),IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,obst-H CG7973(short) Dmel\CG33983 FBgn0036507 CG17014 CG33983 CG7973 Dmel_CG33983,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0052304,FBgn0052304,obst-I,Q8IRF4,Obstructor-I (RT03229p),IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,obst-I Dmel\CG32304 obst-I-RA CG13805 CG32304 Dmel_CG32304,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0036940,FBgn0036940,obst-J,Q8SZ58;Q9VW81,Obstructor-J,IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030],,obst-J anon-EST:ParkEST360 Dmel\CG7348 CG7348 Dmel_CG7348,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0040959,FBgn0040959,Peritrophin-15a,Q9VLL8,Peritrophin-15a,IPR036508,extracellular space [GO:0005615],chitin metabolic process [GO:0006030],,Peritrophin-15a CT39472 Dm15a Dmel\CG17814 peritrophin-15a CG17814 Dmel_CG17814,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0040958,FBgn0040958,Peritrophin-15b,M9PCE2;Q9VLL9,"Peritrophin-15b, isoform B",IPR002557;IPR036508,extracellular space [GO:0005615],chitin metabolic process [GO:0006030],,Peritrophin-15b CG13395 Dm15b Dmel\CG31893 Peritrophi-15b CG31893 Dmel_CG31893,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0022770,FBgn0022770,Peritrophin-A,E3CTR7;O17452,"MIP27520p (Peritrophin A, isoform C)",IPR002557;IPR036508,extracellular space [GO:0005615],chitin metabolic process [GO:0006030]; multicellular organism reproduction [GO:0032504],,Peritrophin-A CG31559 Dmel\CG17058 obst-D PeriA Peritrophin-A-RA CG17058 Dmel_CG17058,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0023479,FBgn0023479,teq,E1JI93;O45029;Q8IQB8;Q8MRY3;Q8T0I5;Q960G6;Q9BI19;Q9U1I2;Q9U1I3;Q9VST9;Q9VSU2,"Tequila, isoform D (EC 3.4.21.-)",IPR023415;IPR001254;IPR036508;IPR002557;IPR036055;IPR009003;IPR001314;IPR002172;IPR001190;IPR017448;IPR036772;IPR033116;IPR018114,extracellular region [GO:0005576]; membrane [GO:0016020],chitin metabolic process [GO:0006030]; glucose homeostasis [GO:0042593]; long-term memory [GO:0007616]; proteolysis [GO:0006508]; regulation of insulin-like growth factor receptor signaling pathway [GO:0043567]; short-term memory [GO:0007614],F12; F2; HABP2; LOXL3; LPA; PLAT; PLAU; PLG; PRSS12; HGF; HGFAC; MST1,teq anon-EST:ParkEST161 BEST:CK00198 BEST:GH18038 CK00198 Dmel\CG4821 graal SP72 Teq CG18153 CG18403 CG4821 CG4948 Dmel_CG4821,F12; F2; HABP2; LOXL3; LPA; PLAT; PLAU; PLG; PRSS12; HGF; HGFAC; MST1,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins,FBgn0037487,FBgn0037487,thw,Q9VI80,Uncharacterized protein,IPR002557;IPR036508,extracellular region [GO:0005576],chitin metabolic process [GO:0006030]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965],,thw CG14608 Dmel_CG14608,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Chitin Deacetylase,FBgn0052499,FBgn0052499,Cda4,Q9VR69,Chitin deacetylase-like 4 (EC 3.5.-.-) (RE51076p),IPR011330;IPR002557;IPR036508,perivitelline space [GO:0098595],carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032],,Cda4 CG32499 Dmel_CG32499,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Chitin Deacetylase,FBgn0051973,FBgn0051973,Cda5,A8DYS5;M9NCL3;M9NCX5;M9NE36;M9NEJ4;Q0E8V4;Q8MQI4;Q9VPI3;Q9VPI4,"Chitin deacetylase-like 5, isoform G (EC 3.5.-.-)",IPR011330;IPR002509;IPR002557;IPR036508,extracellular region [GO:0005576],carbohydrate metabolic process [GO:0005975]; chitin metabolic process [GO:0006030],,Cda5 BcDNA:RH43162 DmCDA5 Dmel\CG31973 CG2761 CG2776 CG31973 Dmel_CG31973,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Chitin Deacetylase,FBgn0032598,FBgn0032598,ChLD3,Q9VJI8,ChLD3 (EC 3.5.-.-) (RE01566p),IPR011330;IPR023415;IPR036508;IPR002509;IPR002557;IPR036055;IPR002172,extracellular region [GO:0005576],carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032],,ChLD3 DmCDA3 DmChLD3 Dmel\CG17905 CG17905 Dmel_CG17905,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Chitin Deacetylase,FBgn0260653,FBgn0260653,serp,Q86P23;Q9VW34,"FI03450p (Serpentine, isoform B) (Serpentine, isoform C) (EC 3.5.1.41)",IPR011330;IPR023415;IPR036508;IPR002509;IPR002557;IPR036055;IPR002172,basement membrane [GO:0005604]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; late endosome [GO:0005770],"carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]; open tracheal system development [GO:0007424]; regulation of tube length, open tracheal system [GO:0035159]",,serp DmCDA1 Dmel\CG32209 l(3)76BDk Serp serp-RB CG32209 CG8747 CG8748 Dmel_CG32209,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Chitin Deacetylase,FBgn0261341,FBgn0261341,verm,E1JI40;Q06RG9;Q8IQU1;Q8MSU2;Q9VW31,"Vermiform, isoform I (EC 3.5.1.41)",IPR011330;IPR023415;IPR036508;IPR002557;IPR036055;IPR002172,extracellular region [GO:0005576],"carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]; dorsal trunk growth, open tracheal system [GO:0035001]; open tracheal system development [GO:0007424]; regulation of tube length, open tracheal system [GO:0035159]; trachea morphogenesis [GO:0060439]; visual behavior [GO:0007632]",,verm DmCDA2 Dmel\CG8756 hlm l(3)76BDx LCBP1 N63 Verm CG8756 Dmel_CG8756,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin Deacetylase,FBgn0034197,FBgn0034197,Cda9,A1ZAQ7,"Chitin deacetylase-like 9, isoform A (EC 3.5.-.-) (Chitin deacetylase-like 9, isoform B) (IP10922p)",IPR011330;IPR002509,cytoplasm [GO:0005737]; extracellular region [GO:0005576],carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032],OVGP1,Cda9 CG15918-RA CG15918 Dmel_CG15918,OVGP1,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0052656,FBgn0052656,Muc11A,Q7JXX2;X2JBD0,Mucin 11A,IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],COL9A1,Muc11A CG32656 Dmel_CG32656,COL9A1,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0031000,FBgn0031000,Muc18B,Q9VWK2,"Mucin 18B, isoform A (Mucin 18B, isoform B) (RE41571p)",IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],,Muc18B CG7876 Dmel_CG7876,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0040950,FBgn0040950,Muc26B,Q8SYW5;Q9VMG7,Mucin 26B,IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030]; neuron projection morphogenesis [GO:0048812],,Muc26B BcDNA:RE30702 Dmel\CG13990 CG13990 Dmel_CG13990,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0036203,FBgn0036203,Muc68D,Q9VTN2,GH09355p (Mucin 68D),IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],,Muc68D anon-WO0153538.47 anon-WO0153538.48 Dmel\CG6004 CG6004 Dmel_CG6004,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0053265,FBgn0053265,Muc68E,Q7KUI0,Mucin 68E,IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],OTOG; SSPO; VWF; IMPG1; IMPG2; VCAN; MUC1; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6; MUC7,Muc68E Dmel\CG33265 CG33265 Dmel_CG33265,OTOG; SSPO; VWF; IMPG1; IMPG2; VCAN; MUC1; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6; MUC7,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0051439,FBgn0051439,Muc96D,Q8IMS9,Mucin 96D,IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],,Muc96D CG31439 Dmel_CG31439,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0030999,FBgn0030999,Mur18B,Q9VWK3,GH13361p (Mucin related 18B),IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],,Mur18B CG7874 Dmel_CG7874,0,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0025390,FBgn0025390,Mur2B,M9MS86;O76894,"Mucin related 2B, isoform B",IPR002557;IPR036508,chorion [GO:0042600]; extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,Mur2B CG14796 Dmel_CG14796,OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,,
Drosophila Matrisome Genes,Apical Matrix,Chitin-binding-domain-containing Proteins; Mucin,FBgn0038492,FBgn0038492,Mur89F,A0A0B4KG53;Q9VEL9,"Mucin related 89F, isoform B",IPR002557;IPR036508,extracellular matrix [GO:0031012],chitin metabolic process [GO:0006030],OVGP1,Mur89F CG4090 Dmel_CG4090,OVGP1,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0003372,FBgn0003372,Sgs1,Q9VR49;Q9Y0E8;Q9Y0E9,Salivary gland secretion 1,,extracellular matrix [GO:0031012],,OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,Sgs1 Dmel\CG3047 Muc25B Sgs Sgs-1 sgs-1 sgs1 CG3047 Dmel_CG3047,OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0003373,FBgn0003373,Sgs3,P02840,Salivary glue protein Sgs-3,,extracellular matrix [GO:0031012],cellular response to ecdysone [GO:0071390],,Sgs3 CG11720,0,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0004592,FBgn0004592,Eig71Ee,Q27320;Q9VUS8,Ecdysone-induced gene 71Ee (LP03361p),,extracellular region [GO:0005576],hemolymph coagulation [GO:0042381]; puparial adhesion [GO:0007594],MUC7,Eig71Ee Dmel\CG7604 eig71Ee gene VII gene-VII gp150 I71-7 L71 L71-7 VII CG7604 Dmel_CG7604,MUC7,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0002933,FBgn0002933,ng1,P23938,Protein new-glue 1 (NG-1) (Salivary glue protein homolog),,extracellular region [GO:0005576],,,ng1 ngp CG10781,0,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0010294,FBgn0010294,ng2,P40139,Protein new-glue 2 (NG-2),,extracellular region [GO:0005576],,,ng2 CG14266,0,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0010295,FBgn0010295,ng3,P40140,Protein new-glue 3 (NG-3),,extracellular region [GO:0005576],,,ng3 CG10788,0,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0010296,FBgn0010296,ng4,P40141,Protein new-glue 4 (NG-4),,extracellular region [GO:0005576],,,ng4 CG10789,0,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0003374,FBgn0003374,Sgs4,Q00725,Salivary glue protein Sgs-4,,extracellular region [GO:0005576],,CLEC4F,Sgs4 Sgs-4 CG12181,CLEC4F,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0003375,FBgn0003375,Sgs5,P07701,Salivary glue protein Sgs-5,,,,,Sgs5 CG7596,0,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0038523,FBgn0038523,Sgs5bis,Q9VEI6,Uncharacterized protein,,,,,CG7587,0,,
Drosophila Matrisome Genes,Apical Matrix,Glue,FBgn0003378,FBgn0003378,Sgs8,P02842,Salivary glue protein Sgs-8,,,,,Sgs8 CG6132,0,,
Drosophila Matrisome Genes,Apical Matrix,Zona Pellucida-domain-containing Proteins,FBgn0053196,FBgn0053196,dpy,M9NCR4;M9NE82;M9NER8;M9PB30;M9PB31;M9PB32;M9PBZ0;M9PBZ4;M9PC41;M9PC45;M9PC48;M9PCJ6;M9PCJ8;M9PEH5;M9PEI1;M9PEI7;Q8MQX8;Q9U3W7,"Dumpy, isoform W",IPR003645;IPR006150;IPR018097;IPR000967;IPR009030;IPR000152;IPR024731;IPR000742;IPR001507;IPR001881;IPR013032,extracellular matrix [GO:0031012]; integral component of membrane [GO:0016021]; nucleus [GO:0005634],apposition of dorsal and ventral imaginal disc-derived wing surfaces [GO:0007475]; chitin-based cuticle attachment to epithelium [GO:0040005]; chitin-based embryonic cuticle biosynthetic process [GO:0008362]; lateral inhibition [GO:0046331]; open tracheal system development [GO:0007424]; regulation of imaginal disc-derived wing size [GO:0044719],EYS; FBLN7; FBN2; LTBP1; LTBP2; LTBP3; LTBP4; MATN3; OTOG; SNED1; SSPO; SVEP1; VWA1; VWCE; VWF; COL14A1; COL22A1; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6; F12; HABP2; CFC1; CFC1B; EGFL7; HGFAC; SCUBE2; SCUBE3; TDGF1,dpy BcDNA:SD02173 CR33195 CT35799 Dmel\CG33196 DP Dp dp DPY l(2)24Fd Mur24F olv[D] Q8IQ18_DROME SP460 CG15637 CG31724 CG31725 CG31726 CG31727 CG31964 CG31965 CG31966 CG31967 CG31968 CG33000 CG33086 CG33196 Dmel_CG33196,EYS; FBLN7; FBN2; LTBP1; LTBP2; LTBP3; LTBP4; MATN3; OTOG; SNED1; SSPO; SVEP1; VWA1; VWCE; VWF; COL14A1; COL22A1; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6; F12; HABP2; CFC1; CFC1B; EGFL7; HGFAC; SCUBE2; SCUBE3; TDGF1,,
Drosophila Matrisome Genes,Apical Matrix,Zona Pellucida-domain-containing Proteins,FBgn0004511,FBgn0004511,dy,Q9VYU7;Q24328,Dusky (LP20007p),IPR001507,cell morphogenesis [GO:0000902]; imaginal disc-derived wing morphogenesis [GO:0007476],integral component of membrane [GO:0016021],,dy ala Dmel\CG9355 dy1 CG9355 Dmel_CG9355,0,,
Drosophila Matrisome Genes,Apical Matrix,Zona Pellucida-domain-containing Proteins,FBgn0066365,FBgn0066365,dyl,Q9VZE0;Q960I7,"Dusky-like, isoform A (Dusky-like, isoform B) (Dusky-like, isoform C) (FI19835p1)",IPR001507,actin filament organization [GO:0007015]; apical constriction [GO:0003383]; cell-matrix adhesion [GO:0007160]; regulation of embryonic cell shape [GO:0016476],apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021],,dyl Dmel\CG15013 dyl-RA CG15013 Dmel_CG15013,0,,
Drosophila Matrisome Genes,Apical Matrix,Zona Pellucida-domain-containing Proteins,FBgn0002577,FBgn0002577,m,Q9VYU8,Miniature (RE53556p),IPR001507,actin filament organization [GO:0007015]; apical constriction [GO:0003383]; cell-matrix adhesion [GO:0007160]; cell morphogenesis [GO:0000902]; cuticle pattern formation [GO:0035017]; epidermal cell differentiation [GO:0009913]; imaginal disc-derived wing morphogenesis [GO:0007476]; regulation of embryonic cell shape [GO:0016476],apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021],,m Dmel\CG9369 M Min min CG9369 Dmel_CG9369,0,,
